数据集ID,数据资源名称,数据资源类型,数据领域,download_conversion,api_conversion,overall_conversion
O2813838222025030,宝山区玻璃纤维及制品制造企业名录,数据接口,工业制造,0.0,0.0,0.0
O2813838222025029,宝山区玻璃保温容器制造企业名录,数据接口,工业制造,0.0,0.0,0.0
O2813838222025028,宝山区玻璃包装容器制造企业名录,数据接口,工业制造,0.0,0.0,0.0
O2813838222025027,宝山区玻璃、陶瓷和搪瓷制品生产专用设备制造企业名录,数据接口,工业制造,0.0,0.0,0.0
O2813838222025026,宝山区饼干及其他焙烤食品制造企业名录,数据接口,经济建设,0.0,0.0,0.0
O2813838222025025,宝山区殡葬服务企业名录,数据接口,民生服务,0.0,0.0,0.0
O2813838222025024,宝山区便利店零售企业名录,数据接口,经济建设,0.0,0.0,0.0
O2813838222025023,宝山区变压器、整流器和电感器制造企业名录,数据接口,经济建设,0.0,0.0,0.0
O2813838222025022,宝山区笔的制造企业名录,数据接口,工业制造,0.0,0.0,0.0
O2813838222025021,宝山区泵及真空设备制造企业名录,数据接口,工业制造,0.0,0.0,0.0
O2813838222025020,宝山区报刊批发企业名录,数据接口,经济建设,0.0,0.0,0.0
O2813838222025019,宝山区保险业企业名录,数据接口,民生服务,0.0,0.0,0.0
O2813838222025018,宝山区保险经纪服务企业名录,数据接口,民生服务,0.0,0.0,0.0
O2813838222025017,宝山区保险公估服务企业名录,数据接口,民生服务,0.0,0.0,0.0
O2813838222025016,宝山区保险代理服务企业名录,数据接口,民生服务,0.0,0.0,0.0
O2813838222025015,宝山区保健食品制造企业名录,数据接口,经济建设,0.0,0.0,0.0
O2813838222025014,宝山区保健辅助治疗器材零售企业名录,数据接口,经济建设,0.0,0.0,0.0
O2813838222025013,宝山区保健服务企业名录,数据接口,卫生健康,0.0,0.0,0.0
O2813838222025012,宝山区包装装潢及其他印刷企业名录,数据接口,经济建设,0.0,0.0,0.0
O2813838222025011,宝山区包装专用设备制造企业名录,数据接口,工业制造,0.0,0.0,0.0
O2813838222025010,宝山区包装服务企业名录,数据接口,经济建设,0.0,0.0,0.0
O2813838222025009,宝山区半导体器件专用设备制造企业名录,数据接口,工业制造,0.0,0.0,0.0
O2813838222025008,宝山区半导体分立器件制造企业名录,数据接口,工业制造,0.0,0.0,0.0
O2813838222025007,宝山区办公服务企业名录,数据接口,经济建设,0.0,0.0,0.0
O2813839472025093,金山区委社会工作部2024年度部门决算表-一般公共预算财政拨款基本支出决算表,数据产品,经济建设,0.3018867924528302,0.0,0.3018867924528302
O2813839472025094,金山区委社会工作部2024年度部门决算表-一般公共预算财政拨款支出决算表,数据产品,经济建设,0.17647058823529413,0.0,0.17647058823529413
O2813839472025095,金山区委社会工作部2024年度决算表-财政拨款收入支出决算总表,数据产品,经济建设,0.25,0.0,0.25
O2813839472025096,金山区委社会工作部2024年度决算表-收入决算表,数据产品,经济建设,0.05263157894736842,0.0,0.05263157894736842
O2813839472025097,金山区委社会工作部2024年度决算表-收入支出决算总表,数据产品,经济建设,0.21428571428571427,0.0,0.21428571428571427
O2813839472025098,金山区委社会工作部2024年度决算表-支出决算表,数据产品,经济建设,0.45454545454545453,0.0,0.45454545454545453
O2813839472025099,金山区文化和旅游局2024年度部门决算表-一般公共预算财政拨款基本支出决算表,数据产品,经济建设,0.47619047619047616,0.0,0.47619047619047616
O2813838222025006,宝山区百货零售企业名录,数据接口,经济建设,0.0,0.0,0.0
O2813838222025005,宝山区安全系统监控服务企业名录,数据接口,公共安全,0.0,0.0,0.0
O2813838222025004,宝山区安全服务企业名录,数据接口,公共安全,0.0,0.0,0.0
O2813838222025003,宝山区安全、消防用金属制品制造企业名录,数据接口,工业制造,0.0,0.0,0.0
O2813839472025091,2025年金山区委社会工作部财务收支预算总表,数据产品,经济建设,0.06666666666666667,0.0,0.06666666666666667
O2813839472025092,金山区委社会工作部2024年度部门国有资产管理情况-资产负债情况表,数据产品,经济建设,0.06666666666666667,0.0,0.06666666666666667
O2813839472025081,2024年金山区企业技术中心认定名单,数据产品,经济建设,0.6363636363636364,0.0,0.6363636363636364
O2813839472025082,2025年金山区企业技术中心名单,数据产品,经济建设,0.2,0.0,0.2
O2813839472025083,金山区2024年度部门国有资产管理情况-资产负债情况表,数据产品,经济建设,0.1111111111111111,0.0,0.1111111111111111
O2813839472025084,金山区2024年度部门决算表-财政拨款收入支出决算总表,数据产品,经济建设,0.2222222222222222,0.0,0.2222222222222222
O2813839472025085,金山区2024年度部门决算表-收入决算表,数据产品,经济建设,0.1111111111111111,0.0,0.1111111111111111
O2813839472025086,金山区2024年度部门决算表-收入支出决算总表,数据产品,经济建设,0.25,0.0,0.25
O2813839472025087,金山区2024年度部门决算表-一般公共预算财政拨款基本支出决算表,数据产品,经济建设,0.2,0.0,0.2
O2813839472025088,金山区2024年度部门决算表-一般公共预算财政拨款支出决算表,数据产品,经济建设,0.25,0.0,0.25
O2813839472025089,金山区2024年度部门决算表-支出决算表,数据产品,经济建设,0.42857142857142855,0.0,0.42857142857142855
O2813839472025090,金山区重点用能单位2024年度“双控”目标考核结果,数据产品,经济建设,0.1875,0.0,0.1875
O2813839472025080,2024年复评通过的金山区企业技术中心名单,数据产品,经济建设,0.125,0.0,0.125
O2813839472025079,2024年撤销的金山区企业技术中心名单,数据产品,经济建设,0.125,0.0,0.125
O2813839472025078,金山区廉租住房租金标准,数据产品,民生服务,0.3333333333333333,0.0,0.3333333333333333
O2813839692025107,2025年虹口区民办中小学报名调剂志愿及电脑随机录取情况统计,数据接口,教育科技,0.0,0.0,0.0
O2813842482025227,黄浦区事项信息（市一网通办定义）资料信息,数据接口,民生服务,0.3333333333333333,333.6666666666667,334.0
O8065471362025086,演出介绍表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025085,公众平台表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025084,咨询中心(中心介绍)表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025083,公告通知表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025082,行程推荐子行程路线表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025081,餐饮美良特色菜肴表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025080,中心获奖情况表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025079,购物场所表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025078,触摸屏信息表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025077,乐游上海景点信息表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025076,咨询中心(节庆、旅游活动)表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025075,舆情专题表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025074,上海市一企一档-企业基本信息,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025073,动漫统计表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025072,活动实录表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025071,上海市一企一档-企业信用情况表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025070,机构信息表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025069,电竞统计表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025068,场所介绍表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025067,行业法规表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025066,网络视听表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025065,公众服务交通指南表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025064,新闻表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025062,子景点信息表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025061,用户评价及投诉表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025060,上海周边景点表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025059,视频点播信息表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025058,活动排班表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025057,信息内容发布表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025056,上海概况表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025055,活动人群信息表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025054,科技类评奖表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025053,政策信息表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025052,酒店管理(酒店概况)表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025051,餐饮美食商家概况基本信息表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025050,中心大事记表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025049,行程推荐表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025048,社会力量举办博物馆,数据接口,文化休闲,0.0,0.0,0.0
O2813839472025074,金山区公共文化资源预约表,数据接口,文化休闲,0.0625,0.4375,0.5
O2813839472025073,金山区公共文化资源表,数据接口,文化休闲,0.07142857142857142,0.0,0.07142857142857142
O2813839692025106,虹口区北外滩北苏州路外白渡区域实时客流量数据,数据接口,民生服务,0.0,0.0,0.0
O8065471362025047,1表：旅行社外联、接待入境旅游外国人按国别分,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025046,区域访问人数分析,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025045,活动管理表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025044,文化活动中心信息,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025043,旅统基2-2表：旅行社组团、接待国内游客按省（市）分,数据接口,文化休闲,0.0,0.0,0.0
O2813839472025069,金山区博物馆活动场次表,数据接口,文化休闲,0.0,0.0,0.0
O2813839472025071,金山区博物馆地面文物巡查问题表,数据接口,文化休闲,0.14285714285714285,12.0,12.142857142857142
O2813839472025072,金山区博物馆地面文物巡查登记表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025042,黄金周2表：旅行社国际旅游接待情况日报表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025041,每日页面访问深度分布统计表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025040,黄金周5表：旅游景点日报,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025039,运营商对接数据-景区数据(小时),数据接口,文化休闲,0.0,0.0,0.0
O8065471362025038,运营商对接数据-景区数据(天),数据接口,文化休闲,0.0,0.0,0.0
O8065471362025008,运营商对接数据-出沪客流数据(天),数据接口,文化休闲,0.0,0.0,0.0
O8065471362025010,安全生产制度,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025006,用户峰值分析,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025003,运营商对接数据-酒店住宿数据,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025002,热词搜索统计表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025001,旅游站点咨询数据,数据接口,文化休闲,0.0,0.0,0.0
O2813842482025226,黄浦区法人资金分段统计,数据接口,经济建设,0.0,0.0,0.0
O2813842482025225,黄浦区法人机构类型统计,数据接口,经济建设,0.0,0.0,0.0
O2813842482025224,黄浦区法人重点楼宇分布统计,数据接口,经济建设,0.0,0.0,0.0
O2813842482025223,黄浦区法人行业构成统计,数据接口,经济建设,0.0,0.0,0.0
O2813842482025222,黄浦区法人或企业成立时长统计,数据接口,经济建设,0.0,0.0,0.0
O2813842482025220,黄浦区区域工商注册法人行业类型,数据接口,经济建设,0.0,0.0,0.0
O2813842482025219,黄浦区区域工商注册法人机构类型,数据接口,经济建设,0.0,0.0,0.0
O2813839472025068,金山区博物馆活动报名表,数据接口,文化休闲,0.0,0.0,0.0
O2813839472025067,金山区博物馆巡检地面文物记录表,数据接口,文化休闲,0.1111111111111111,0.0,0.1111111111111111
O2813839472025066,金山区博物馆活动留言表,数据接口,文化休闲,0.0,0.0,0.0
O2813839472025062,金山区博物馆地面文物巡检人员表,数据接口,文化休闲,0.0,0.0,0.0
O2813839472025061,金山区博物馆活动表,数据接口,文化休闲,0.0,0.0,0.0
O2813839472025060,金山区博物馆文物展览表,数据接口,文化休闲,0.0,0.0,0.0
O2813839692025105,虹口区2025年红色记忆打卡点信息,数据接口,民生服务,0.0,0.0,0.0
O2813839692025104,虹口区2025年北外滩环保座椅位置信息,数据接口,民生服务,0.0,0.0,0.0
O2813839692025103,虹口区北苏州路外白渡区域昨日客流量累计数据,数据接口,民生服务,0.0,0.0,0.0
O2813839692025102,虹口区北苏州路邮政博物馆区域昨日客流量累计数据,数据接口,民生服务,0.0,0.0,0.0
O2813839692025101,虹口区北苏州路河滨大楼区域昨日客流量累计数据,数据接口,民生服务,0.0,0.0,0.0
O2813839692025100,虹口区北苏州路宝丽嘉区域昨日客流量累计数据,数据接口,民生服务,0.0,0.0,0.0
O2813839692025099,虹口区北外滩北苏州路河滨大楼区域实时客流量数据,数据接口,民生服务,0.0,0.0,0.0
O2813839692025098,虹口区北外滩北苏州路邮政博物馆区域实时客流量数据,数据接口,民生服务,0.0,0.0,0.0
O2813839692025097,虹口区北外滩北苏州路宝丽嘉区域实时客流量数据,数据接口,民生服务,0.0,0.0,0.0
O2813839692025096,虹口区2025年凉城街道非机动车地下车库充电桩数,数据接口,民生服务,0.0,0.0,0.0
O2813839692025095,虹口区2025年北外滩街道非机动车地下车库充电桩数,数据接口,民生服务,0.0,0.0,0.0
O8065470302025001,上海市数据产品知识产权登记信息,数据接口,教育科技,0.03755868544600939,57617.13145539906,57617.16901408451
O2813842482025218,黄浦区法人企业注册资金区域类型分段统计,数据接口,经济建设,0.0,0.0,0.0
O2813842482025217,南京东路巡检记录表,数据接口,机构团体,0.0,0.0,0.0
O2813842482025216,南京东路巡查记录表,数据接口,机构团体,0.0,0.0,0.0
O2813842482025215,黄浦区法人分布数量统计,数据接口,经济建设,0.0,0.0,0.0
O2813842482025214,黄浦区区域法人企业成立时长统计,数据接口,经济建设,0.0,0.0,0.0
O2813842482025213,黄浦区区域法人数量月度统计,数据接口,经济建设,0.0,0.0,0.0
O7417760602025001,上海数字民防科普教育馆网站模块访问量,数据接口,教育科技,0.0,0.0,0.0
O8065471362025034,旅统基2表：旅行社外联（组团）、接待情况,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025033,旅统基1表：旅游单位基本情况,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025032,咨询中心,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025031,页面跳出率统计表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025030,景区监控点表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025029,突发应急事件表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025028,领取手册表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025027,运营商对接数据-入沪客流数据(天),数据接口,文化休闲,0.0,0.0,0.0
O8065471362025026,上海旅游网站及旅游信息管理旅游统计子系统星级饭店用户数据,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025025,旅统基5表：饭店（旅馆）住宿接待情况,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025024,旅统基4表：旅行社组织出境旅游情况,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025023,上海旅游网站及旅游信息管理旅游统计子系统旅行社基本信息,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025021,公众服务表,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025022,安全生产检查,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025020,旅统基5-1表：饭店（旅馆）住宿接待情况日报,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025019,活动团队信息,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025011,栏目点击率分析,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025013,网站管理清单,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025015,运营商对接数据-入沪客流数据(小时),数据接口,文化休闲,0.0,0.0,0.0
O8065471362025018,报表数据表,数据接口,文化休闲,0.0,0.0,0.0
O2813842482025212,黄浦区街镇信息表信息,数据接口,城市建设,0.25,250.0,250.25
O2813842482025211,黄浦区南京东路街道电梯加装,数据接口,机构团体,0.0,0.0,0.0
O8568742542025001,对人力资源和社会保障违法行为的行政处罚,数据接口,社保就业,0.0,0.0,0.0
O2813842482025210,黄浦区南京东路街道居民区,数据接口,机构团体,0.0,0.0,0.0
O2813842482025209,黄浦区南京东路街道项目实施概况,数据接口,机构团体,0.0,0.0,0.0
O2813842482025208,黄浦区南京东路街道值班管理,数据接口,机构团体,0.0,0.0,0.0
O2813842482025207,黄浦区南京东路街道网格人员,数据接口,机构团体,0.0,0.0,0.0
O2813842482025206,黄浦区南京东路街道便民设施,数据接口,机构团体,0.07317073170731707,26.121951219512194,26.195121951219512
O2813842482025205,黄浦区瑞金二路街道老干部,数据接口,机构团体,0.0,0.0,0.0
O2813842482025204,黄浦区南京东路街道“一网统管”物资信息,数据接口,机构团体,0.0,0.0,0.0
O6266781772025001,支持企业上市和并购相关政策信息,数据接口,经济建设,0.019230769230769232,0.009615384615384616,0.028846153846153848
O5619076972025001,退役运动员创业案例,数据接口,文化休闲,0.0,0.0,0.0
O5619076972025002,职称评审发布信息,数据接口,文化休闲,0.0,0.0,0.0
O5619076972025003,就业指导信息,数据接口,文化休闲,0.0,0.0,0.0
O8065471362025014,用户订单表,数据接口,文化休闲,0.0,0.0,0.0
13486,大数据中心的长三角异地养老示范区养老机构数据表,数据接口,民生服务,0.0,0.0,0.0
O2813842482025203,黄浦区南京东路街道微型消防站,数据接口,机构团体,0.0,0.0,0.0
O2813842482025202,黄浦区南京东路街道党建概览,数据接口,机构团体,0.0,0.0,0.0
O2813842482025201,黄浦区南京东路街道大型土建,数据接口,机构团体,0.0,0.0,0.0
O2813842482025200,黄浦区南京东路街道网格工作站,数据接口,机构团体,0.0,0.0,0.0
O2813842482025199,黄浦区南京东路街道改造扩建,数据接口,机构团体,0.0,0.0,0.0
O2813842482025198,黄浦区南京东路街道暴露垃圾,数据接口,机构团体,0.0,0.0,0.0
O2813842482025197,黄浦区南京东路街道街道概况,数据接口,机构团体,0.0,0.0,0.0
O2813842482025196,黄浦区南京东路街道指挥体系,数据接口,机构团体,0.0,0.0,0.0
O2813842482025195,黄浦区南京东路街道组织架构,数据接口,机构团体,0.0,0.0,0.0
O2813842482025194,黄浦区南京东路街道特色品牌,数据接口,机构团体,0.0,0.0,0.0
O2813842482025193,黄浦区南京东路街道党代表与街道居民区联系情况表,数据接口,机构团体,0.0,0.0,0.0
O2813842482025192,黄浦区南京东路街道充电桩,数据接口,机构团体,0.04081632653061224,21.183673469387756,21.224489795918366
O2813842482025191,黄浦区南京东路街道保护建筑,数据接口,机构团体,0.13333333333333333,66.86666666666666,67.0
O2813842482025190,"黄浦区南京东路街道""一网统管""党群服务阵地表",数据接口,机构团体,0.0,0.0,0.0
O2813842482025189,黄浦区养老机构统计,数据接口,民生服务,0.0,0.0,0.0
O2813842482025180,黄浦区人社局职业技能培训检查实施清单检查项表,数据接口,社保就业,0.0,0.0,0.0
O2813842482025181,黄浦区人社局职业技能培训监管事项目录清单表,数据接口,社保就业,0.0,0.0,0.0
O2813842482025188,黄浦区人社局业务经办流动人员人事档案存放地,数据接口,社保就业,0.0,0.0,0.0
O2813842482025187,黄浦区流动人员人事档案存放地,数据接口,社保就业,0.0,0.0,0.0
O2813842482025186,黄浦区南京东路街道住宅小区,数据接口,机构团体,0.0,0.0,0.0
O6344680942025011,2023上海市统计年鉴,数据接口,经济建设,0.027777777777777776,0.041666666666666664,0.06944444444444445
O2813839692025094,虹口区年度海上最美家庭名单,数据接口,民生服务,0.013157894736842105,0.0,0.013157894736842105
O2813842482025185,黄浦区任务中心-任务处置信息,数据接口,机构团体,0.0,0.0,0.0
O2813842482025184,黄浦区设备信息表信息,数据接口,卫生健康,0.0,0.0,0.0
O2813842482025183,黄浦区即时消息-各部门开通短信信息,数据接口,机构团体,0.0,0.0,0.0
O2813842482025182,黄浦区日程安排-个人日程,数据接口,机构团体,0.0,0.0,0.0
O2813838802025162,嘉定区道路信息,数据接口,城市建设,0.0,0.0,0.0
O2813842482025179,黄浦区市协同中枢-应用推送数据,数据接口,机构团体,0.0,0.0,0.0
O2813842482025178,黄浦区部门网站-网站类型,数据接口,机构团体,0.0,0.0,0.0
O2813842482025177,黄浦区豫治明星信息,数据接口,公共安全,0.0,0.0,0.0
O5115799352025023,进博会上海会议活动会议信息,数据接口,经济建设,0.008547008547008548,0.0,0.008547008547008548
O2813842482025176,黄浦区公告通知-公告通知,数据接口,机构团体,0.0,0.0,0.0
O8568746692025040,向国外申请农业植物新品种权审批,数据接口,民生服务,0.0,0.0,0.0
O8568746692025039,农业机械试验鉴定,数据接口,民生服务,0.0,0.0,0.0
O8568746692025036,一级、二级动物病原微生物实验室备案信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025037,新版农委法人库吊销表,数据接口,民生服务,0.0,0.0,0.0
O8568746692025038,水产销售数据,数据接口,民生服务,0.0,0.0,0.0
O8568746692025026,屠宰环节病害猪无害化处理补助信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025027,农田基础设施管护及奖补资金分配信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025028,农业国内合作交流和对口支援活动信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025029,耕地质量数据信息,数据接口,民生服务,0.027777777777777776,0.0,0.027777777777777776
O8568746692025030,农业科技创新项目管理信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025031,运输高致病性病原微生物菌（毒）种或样本审批信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025032,高致病性或疑似高致病性病原微生物实验活动审批,数据接口,民生服务,0.0,0.0,0.0
O8568746692025033,农作物秸秆机械化还田信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025034,农作物秸秆综合利用信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025035,美丽乡村示范村名单信息,数据接口,民生服务,0.0,0.0,0.0
O2813842482025171,黄浦区高层房屋_小区信息表,数据接口,资源环境,0.0,0.0,0.0
O2813842482025175,黄浦区应急物资储备仓库信息表,数据接口,城市建设,0.0,0.0,0.0
O2813842482025174,医疗服务全区诊疗分析表,数据接口,民生服务,0.0,0.0,0.0
O2813842482025173,黄浦区高层房屋-门牌信息表,数据接口,资源环境,0.0,0.0,0.0
O2813842482025172,黄浦区隧道信息表,数据接口,城市建设,0.0,0.0,0.0
O2813842482025163,黄浦区景区宗教场所,数据接口,公共安全,0.0,0.0,0.0
O2813842482025159,黄浦区数据整改详情表,数据接口,社会发展,0.0,0.0,0.0
O2813842482025170,黄浦区部门网站-网站信息,数据接口,机构团体,0.0,0.0,0.0
O8568746692025013,农机作业任务信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025014,农机作业类型信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025015,农机主体信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025016,农机手信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025017,农机生产企业信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025019,农机类型信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025018,农机信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025020,农机基础信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025021,农机公告信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025022,农机服务中心信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025023,农机服务站信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025024,农机调度信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025025,农机维修网点信息,数据接口,民生服务,0.0,0.0,0.0
O2813842482025169,黄浦区部门会议通知-会议类型,数据接口,机构团体,0.0,0.0,0.0
O2813842482025168,黄浦区市协同中枢-接入应用分类,数据接口,机构团体,0.0,0.0,0.0
O2813842482025167,黄浦区即时消息-消息分类,数据接口,机构团体,0.0,0.0,0.0
O2813842482025165,黄浦区任务中心-任务分类,数据接口,机构团体,0.0,0.0,0.0
O2813840012025026,静安区临汾路街道商户档案信息,数据接口,经济建设,0.0,0.0,0.0
O2813842482025164,黄浦区统一用户授权管理-角色信息,数据接口,机构团体,0.0,0.0,0.0
O2813840012025025,静安区行政处罚信息,数据接口,信用服务,0.0,0.0,0.0
O2813840012025022,静安区监管计划抽查信息,数据接口,信用服务,0.0,0.0,0.0
O2813840012025021,静安区文化市场行政处罚基本信息,数据接口,文化休闲,0.0,0.0,0.0
O2813840012025020,静安区监管记录检查项目信息,数据接口,信用服务,0.0,0.0,0.0
O2813840012025019,静安区抽查事项清单信息,数据接口,信用服务,0.0,0.0,0.0
O2813840012025018,静安区监管计划检查项目信息,数据接口,信用服务,0.0,0.0,0.0
O8568746692025004,国家重点保护野生植物采集申请表,数据接口,民生服务,0.0,0.0,0.0
O8568746692025005,出售、收购国家重点保护二级野生植物审批表,数据接口,民生服务,0.0,0.0,0.0
O8568746692025006,农业农村部畜禽遗传资源引进申请表,数据接口,民生服务,0.0,0.0,0.0
O8568746692025007,中华人民共和国农业农村部动植物苗种进(出)口审批表信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025009,产地检疫合格证,数据接口,民生服务,0.0,0.0,0.0
O8568746692025008,填没渔业水域审批表,数据接口,民生服务,0.0,0.0,0.0
O8568746692025010,农药登记申请表,数据接口,民生服务,0.0,0.0,0.0
O8568746692025011,监管平台系统产销平台信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025012,空间数据高标准农田信息,数据接口,民生服务,0.07692307692307693,0.0,0.07692307692307693
O2813842482025162,黄浦区广场客流信息,数据接口,公共安全,0.0,0.0,0.0
O2813842482025161,黄浦区数据稽核问题表,数据接口,社会发展,0.0,0.0,0.0
O2813842482025160,黄浦区分类分级字段信息表,数据接口,社会发展,0.0,0.0,0.0
O2813842482025158,黄浦区日志中心-应用访问日志信息,数据接口,机构团体,0.0,0.0,0.0
O2813842482025157,黄浦区即时消息-消息发送信息,数据接口,机构团体,0.0,0.0,0.0
O2813842482025156,黄浦区即时消息-短信发送信息,数据接口,机构团体,0.0,0.0,0.0
O2813842482025154,黄浦区统一用户授权管理-授权信息,数据接口,机构团体,0.0,0.0,0.0
O2813842482025153,黄浦区部门会议通知-会议通知信息,数据接口,机构团体,0.0,0.0,0.0
O2813840012025012,静安区第五批区级非物质文化遗产代表性项目名录,数据产品,文化休闲,0.1689497716894977,0.0,0.1689497716894977
O2813840012025013,2023年静安区重大建设项目清单,数据产品,经济建设,0.3684210526315789,0.0,0.3684210526315789
O2813840012025014,2024年静安区重大建设项目清单,数据产品,经济建设,0.2653061224489796,0.0,0.2653061224489796
O2813840012025015,2023年静安区专精特新中小企业名单,数据产品,经济建设,0.3157894736842105,0.0,0.3157894736842105
O2813840012025016,2024年静安区专精特新中小企业名单,数据产品,经济建设,0.2222222222222222,0.0,0.2222222222222222
O2813840012025017,2025年静安区度社会组织评估等级,数据产品,社会发展,0.10714285714285714,0.0,0.10714285714285714
O4468089072025005,上海市司法局行政许可事项信息,数据产品,社会发展,0.36,0.0,0.36
O2813838122025007,杨浦区行为清单表-信用杨浦（新）,数据接口,民生服务,0.0,0.0,0.0
O2813838122025006,杨浦区数据清单表-信用杨浦（新）,数据接口,民生服务,0.0,0.0,0.0
O2813838122025005,杨浦区应用清单表-信用杨浦(新),数据接口,民生服务,0.0,0.0,0.0
O2813838122025004,杨浦区信用承诺表-信用杨浦,数据接口,民生服务,0.0,0.0,0.0
O2813838122025003,杨浦区行政信息表-信用杨浦,数据接口,民生服务,0.0,0.0,0.0
O2813838122025002,双公示信息表-信用杨浦,数据接口,民生服务,0.0,0.0,0.0
O2813841502025123,徐汇区境外旅客购物离境退税商店名单,数据产品,民生服务,0.140625,0.0,0.140625
O8568746692025003,高标农田信息,数据接口,民生服务,0.08333333333333333,0.0,0.08333333333333333
O8568746692025002,高标准农田政策法规信息,数据接口,民生服务,0.0,0.0,0.0
O8568746692025001,农业一张图知识库信息,数据接口,民生服务,0.0,0.0,0.0
